origin,destination,count
"Jordan","Bolivia (Plurinational State of)","16"
"Kuwait","Bolivia (Plurinational State of)","5"
"Lebanon","Bolivia (Plurinational State of)","37"
"Qatar","Bolivia (Plurinational State of)","1"
"Saudi Arabia","Bolivia (Plurinational State of)","13"
"State of Palestine","Bolivia (Plurinational State of)","13"
"Syrian Arab Republic","Bolivia (Plurinational State of)","2"
"Turkey","Bolivia (Plurinational State of)","37"
"Indonesia","Bolivia (Plurinational State of)","10"
"Malaysia","Bolivia (Plurinational State of)","8"
"Philippines","Bolivia (Plurinational State of)","47"
"Singapore","Bolivia (Plurinational State of)","1"
"Thailand","Bolivia (Plurinational State of)","9"
"Viet Nam","Bolivia (Plurinational State of)","12"
"China","Bolivia (Plurinational State of)","1127"
"China, Hong Kong Special Administrative Region","Bolivia (Plurinational State of)","2"
"Democratic People's Republic of Korea","Bolivia (Plurinational State of)","10"
"Japan","Bolivia (Plurinational State of)","1660"
"Mongolia","Bolivia (Plurinational State of)","1"
"Republic of Korea","Bolivia (Plurinational State of)","505"
"Kazakhstan","Bolivia (Plurinational State of)","23"
"Kyrgyzstan","Bolivia (Plurinational State of)","5"
"Tajikistan","Bolivia (Plurinational State of)","1"
"Uzbekistan","Bolivia (Plurinational State of)","5"
"Albania","Bolivia (Plurinational State of)","1"
"Bosnia and Herzegovina","Bolivia (Plurinational State of)","10"
"Croatia","Bolivia (Plurinational State of)","38"
"Greece","Bolivia (Plurinational State of)","26"
"Italy","Bolivia (Plurinational State of)","1427"
"Malta","Bolivia (Plurinational State of)","5"
"Montenegro","Bolivia (Plurinational State of)","2"
"Portugal","Bolivia (Plurinational State of)","175"
"Serbia","Bolivia (Plurinational State of)","21"
"Slovenia","Bolivia (Plurinational State of)","9"
"Spain","Bolivia (Plurinational State of)","12181"
"The former Yugoslav Republic of Macedonia","Bolivia (Plurinational State of)","12"
"Austria","Bolivia (Plurinational State of)","159"
"Belgium","Bolivia (Plurinational State of)","377"
"France","Bolivia (Plurinational State of)","1237"
"Germany","Bolivia (Plurinational State of)","2022"
"Luxembourg","Bolivia (Plurinational State of)","6"
"Netherlands","Bolivia (Plurinational State of)","382"
"Switzerland","Bolivia (Plurinational State of)","659"
"Belarus","Bolivia (Plurinational State of)","5"
"Bulgaria","Bolivia (Plurinational State of)","24"
"Czech Republic","Bolivia (Plurinational State of)","52"
"Hungary","Bolivia (Plurinational State of)","27"
"Poland","Bolivia (Plurinational State of)","218"
"Republic of Moldova","Bolivia (Plurinational State of)","8"
"Romania","Bolivia (Plurinational State of)","72"
"Russian Federation","Bolivia (Plurinational State of)","328"
"Slovakia","Bolivia (Plurinational State of)","20"
"Ukraine","Bolivia (Plurinational State of)","114"
"Denmark","Bolivia (Plurinational State of)","107"
"Estonia","Bolivia (Plurinational State of)","6"
"Finland","Bolivia (Plurinational State of)","40"
"Iceland","Bolivia (Plurinational State of)","2"
"Ireland","Bolivia (Plurinational State of)","77"
"Isle of Man","Bolivia (Plurinational State of)","2"
"Lithuania","Bolivia (Plurinational State of)","9"
"Norway","Bolivia (Plurinational State of)","97"
"Sweden","Bolivia (Plurinational State of)","293"
"United Kingdom of Great Britain and Northern Ireland","Bolivia (Plurinational State of)","903"
"Algeria","Bolivia (Plurinational State of)","3"
"Egypt","Bolivia (Plurinational State of)","21"
"Libya","Bolivia (Plurinational State of)","3"
"Morocco","Bolivia (Plurinational State of)","24"
"Sudan","Bolivia (Plurinational State of)","2"
"Tunisia","Bolivia (Plurinational State of)","1"
"Angola","Bolivia (Plurinational State of)","6"
"Cameroon","Bolivia (Plurinational State of)","12"
"Central African Republic","Bolivia (Plurinational State of)","65"
"Congo","Bolivia (Plurinational State of)","7"
"Democratic Republic of the Congo","Bolivia (Plurinational State of)","3"
"Benin","Bolivia (Plurinational State of)","1"
"Cabo Verde","Bolivia (Plurinational State of)","128"
"Côte d'Ivoire","Bolivia (Plurinational State of)","3"
"Ghana","Bolivia (Plurinational State of)","14"
"Guinea","Bolivia (Plurinational State of)","9"
"Liberia","Bolivia (Plurinational State of)","2"
"Mali","Bolivia (Plurinational State of)","1"
"Mauritania","Bolivia (Plurinational State of)","1"
"Nigeria","Bolivia (Plurinational State of)","13"
"Senegal","Bolivia (Plurinational State of)","8"
"Sierra Leone","Bolivia (Plurinational State of)","2"
"Togo","Bolivia (Plurinational State of)","1"
"South Africa","Bolivia (Plurinational State of)","17"
"Ethiopia","Bolivia (Plurinational State of)","2"
"Kenya","Bolivia (Plurinational State of)","14"
"Madagascar","Bolivia (Plurinational State of)","5"
"Malawi","Bolivia (Plurinational State of)","7"
"Mozambique","Bolivia (Plurinational State of)","3"
"Rwanda","Bolivia (Plurinational State of)","1"
"Somalia","Bolivia (Plurinational State of)","3"
"United Republic of Tanzania","Bolivia (Plurinational State of)","5"
"Zambia","Bolivia (Plurinational State of)","2"
"Zimbabwe","Bolivia (Plurinational State of)","3"
"Niue","Bolivia (Plurinational State of)","1"
"Australia","Bolivia (Plurinational State of)","228"
"New Zealand","Bolivia (Plurinational State of)","64"
"Papua New Guinea","Bolivia (Plurinational State of)","1"
"Solomon Islands","Bolivia (Plurinational State of)","1"
"Aruba","Bolivia (Plurinational State of)","2"
"Bonaire, Sint Eustatius and Saba","Bolivia (Plurinational State of)","20"
"Cuba","Bolivia (Plurinational State of)","1770"
"Curaçao","Bolivia (Plurinational State of)","167"
"Dominica","Bolivia (Plurinational State of)","3"
"Dominican Republic","Bolivia (Plurinational State of)","116"
"Haiti","Bolivia (Plurinational State of)","15"
"Jamaica","Bolivia (Plurinational State of)","7"
"Puerto Rico","Bolivia (Plurinational State of)","38"
"Sint Maarten (Dutch part)","Bolivia (Plurinational State of)","48"
"Trinidad and Tobago","Bolivia (Plurinational State of)","5"
"Argentina","Bolivia (Plurinational State of)","42691"
"Brazil","Bolivia (Plurinational State of)","25688"
"Chile","Bolivia (Plurinational State of)","4730"
"Colombia","Bolivia (Plurinational State of)","2964"
"Ecuador","Bolivia (Plurinational State of)","1002"
"French Guiana","Bolivia (Plurinational State of)","1"
"Guyana","Bolivia (Plurinational State of)","5"
"Paraguay","Bolivia (Plurinational State of)","4285"
"Peru","Bolivia (Plurinational State of)","11282"
"Uruguay","Bolivia (Plurinational State of)","509"
"Venezuela (Bolivarian Republic of)","Bolivia (Plurinational State of)","773"
"Belize","Bolivia (Plurinational State of)","905"
"Costa Rica","Bolivia (Plurinational State of)","146"
"El Salvador","Bolivia (Plurinational State of)","127"
"Guatemala","Bolivia (Plurinational State of)","142"
"Honduras","Bolivia (Plurinational State of)","231"
"Mexico","Bolivia (Plurinational State of)","9522"
"Nicaragua","Bolivia (Plurinational State of)","111"
"Panama","Bolivia (Plurinational State of)","109"
"Canada","Bolivia (Plurinational State of)","1380"
"United States of America","Bolivia (Plurinational State of)","4896"
"Afghanistan","Brazil","69"
"Bangladesh","Brazil","54"
"India","Brazil","1052"
"Iran (Islamic Republic of)","Brazil","638"
"Maldives","Brazil","11"
"Nepal","Brazil","60"
"Pakistan","Brazil","307"
"Sri Lanka","Brazil","48"
"Armenia","Brazil","63"
"Bahrain","Brazil","31"
"Georgia","Brazil","76"
"Iraq","Brazil","609"
"Israel","Brazil","2401"
"Jordan","Brazil","1258"
"Kuwait","Brazil","24"
"Lebanon","Brazil","14726"
"Oman","Brazil","23"
"Saudi Arabia","Brazil","391"
"Syrian Arab Republic","Brazil","2461"
"Turkey","Brazil","432"
"United Arab Emirates","Brazil","39"
"Brunei Darussalam","Brazil","170"
"Cambodia","Brazil","33"
"Indonesia","Brazil","869"
"Lao People's Democratic Republic","Brazil","6"
"Malaysia","Brazil","145"
"Myanmar","Brazil","14"
"Philippines","Brazil","426"
"Singapore","Brazil","137"
"Thailand","Brazil","549"
"Timor-Leste","Brazil","59"
"Viet Nam","Brazil","152"
"China","Brazil","23156"
"Democratic People's Republic of Korea","Brazil","172"
"Japan","Brazil","58564"
"Republic of Korea","Brazil","10239"
"Kazakhstan","Brazil","29"
"Tajikistan","Brazil","8"
"Turkmenistan","Brazil","25"
"Uzbekistan","Brazil","31"
"Andorra","Brazil","12"
"Bosnia and Herzegovina","Brazil","82"
"Croatia","Brazil","683"
"Greece","Brazil","1839"
"Italy","Brazil","44366"
"Malta","Brazil","33"
"Montenegro","Brazil","26"
"Portugal","Brazil","164705"
"San Marino","Brazil","41"
"Serbia","Brazil","517"
"Slovenia","Brazil","211"
"Spain","Brazil","36691"
"The former Yugoslav Republic of Macedonia","Brazil","46"
"Austria","Brazil","2791"
"Belgium","Brazil","2022"
"France","Brazil","11411"
"Germany","Brazil","19389"
"Liechtenstein","Brazil","19"
"Luxembourg","Brazil","64"
"Monaco","Brazil","151"
"Netherlands","Brazil","3968"
"Switzerland","Brazil","3563"
"Belarus","Brazil","10"
"Bulgaria","Brazil","284"
"Czech Republic","Brazil","533"
"Hungary","Brazil","1821"
"Poland","Brazil","4157"
"Romania","Brazil","2036"
"Russian Federation","Brazil","1656"
"Slovakia","Brazil","253"
"Ukraine","Brazil","875"
"Denmark","Brazil","589"
"Estonia","Brazil","217"
"Finland","Brazil","617"
"Iceland","Brazil","576"
"Ireland","Brazil","205"
"Latvia","Brazil","169"
"Lithuania","Brazil","754"
"Norway","Brazil","685"
"Sweden","Brazil","757"
"United Kingdom of Great Britain and Northern Ireland","Brazil","5905"
"Algeria","Brazil","219"
"Egypt","Brazil","3720"
"Libya","Brazil","114"
"Morocco","Brazil","606"
"Sudan","Brazil","45"
"Tunisia","Brazil","95"
"Angola","Brazil","7694"
"Cameroon","Brazil","166"
"Central African Republic","Brazil","13"
"Congo","Brazil","95"
"Democratic Republic of the Congo","Brazil","116"
"Equatorial Guinea","Brazil","66"
"Gabon","Brazil","36"
"Sao Tome and Principe","Brazil","70"
"Benin","Brazil","31"
"Burkina Faso","Brazil","30"
"Cabo Verde","Brazil","1426"
"Côte d'Ivoire","Brazil","396"
"Ghana","Brazil","73"
"Guinea","Brazil","69"
"Guinea-Bissau","Brazil","1128"
"Liberia","Brazil","41"
"Mali","Brazil","7"
"Niger","Brazil","16"
"Nigeria","Brazil","1335"
"Senegal","Brazil","222"
"Sierra Leone","Brazil","7"
"Togo","Brazil","11"
"Namibia","Brazil","58"
"South Africa","Brazil","1894"
"Burundi","Brazil","25"
"Ethiopia","Brazil","12"
"Kenya","Brazil","54"
"Madagascar","Brazil","42"
"Malawi","Brazil","11"
"Mozambique","Brazil","1702"
"Rwanda","Brazil","16"
"Seychelles","Brazil","35"
"Uganda","Brazil","77"
"United Republic of Tanzania","Brazil","105"
"Zimbabwe","Brazil","122"
"Australia","Brazil","703"
"New Zealand","Brazil","326"
"Kiribati","Brazil","102"
"Palau","Brazil","24"
"Bahamas","Brazil","18"
"Barbados","Brazil","33"
"Cuba","Brazil","2479"
"Dominica","Brazil","25"
"Dominican Republic","Brazil","372"
"Grenada","Brazil","31"
"Haiti","Brazil","65"
"Jamaica","Brazil","165"
"Saint Kitts and Nevis","Brazil","36"
"Saint Lucia","Brazil","173"
"Saint Vincent and the Grenadines","Brazil","35"
"Trinidad and Tobago","Brazil","224"
"Argentina","Brazil","34699"
"Bolivia (Plurinational State of)","Brazil","46336"
"Chile","Brazil","18422"
"Colombia","Brazil","8179"
"Ecuador","Brazil","2065"
"French Guiana","Brazil","844"
"Guyana","Brazil","2264"
"Paraguay","Brazil","46857"
"Peru","Brazil","17931"
"Suriname","Brazil","325"
"Uruguay","Brazil","28708"
"Venezuela (Bolivarian Republic of)","Brazil","3425"
"Belize","Brazil","6"
"Costa Rica","Brazil","461"
"El Salvador","Brazil","272"
"Guatemala","Brazil","348"
"Honduras","Brazil","151"
"Mexico","Brazil","3198"
"Nicaragua","Brazil","438"
"Panama","Brazil","621"
"Canada","Brazil","1894"
"United States of America","Brazil","28068"
"Afghanistan","Chile","15"
"Bangladesh","Chile","5"
"Bhutan","Chile","5"
"India","Chile","552"
"Iran (Islamic Republic of)","Chile","82"
"Maldives","Chile","2"
"Nepal","Chile","8"
"Pakistan","Chile","163"
"Sri Lanka","Chile","7"
"Armenia","Chile","12"
"Azerbaijan","Chile","5"
"Bahrain","Chile","5"
"Cyprus","Chile","13"
"Georgia","Chile","2"
"Iraq","Chile","25"
"Israel","Chile","539"
"Jordan","Chile","84"
"Kuwait","Chile","8"
"Lebanon","Chile","204"
"Oman","Chile","5"
"Qatar","Chile","26"
"Saudi Arabia","Chile","18"
"State of Palestine","Chile","703"
"Syrian Arab Republic","Chile","306"
"Turkey","Chile","258"
"United Arab Emirates","Chile","5"
"Cambodia","Chile","5"
"Indonesia","Chile","87"
"Lao People's Democratic Republic","Chile","2"
"Malaysia","Chile","25"
"Myanmar","Chile","2"
"Philippines","Chile","202"
"Singapore","Chile","59"
"Thailand","Chile","36"
"Viet Nam","Chile","12"
"China","Chile","9439"
"China, Hong Kong Special Administrative Region","Chile","53"
"China, Macao Special Administrative Region","Chile","8"
"Democratic People's Republic of Korea","Chile","5"
"Japan","Chile","815"
"Mongolia","Chile","2"
"Republic of Korea","Chile","1070"
"Kazakhstan","Chile","7"
"Kyrgyzstan","Chile","5"
"Tajikistan","Chile","2"
"Turkmenistan","Chile","5"
"Uzbekistan","Chile","5"
"Albania","Chile","25"
"Andorra","Chile","8"
"Bosnia and Herzegovina","Chile","12"
"Croatia","Chile","381"
"Gibraltar","Chile","5"
"Greece","Chile","196"
"Holy See","Chile","2"
"Italy","Chile","3780"
"Malta","Chile","15"
"Portugal","Chile","251"
"San Marino","Chile","2"
"Slovenia","Chile","39"
"Spain","Chile","8834"
"The former Yugoslav Republic of Macedonia","Chile","406"
"Austria","Chile","536"
"Belgium","Chile","843"
"France","Chile","3169"
"Germany","Chile","12169"
"Liechtenstein","Chile","5"
"Luxembourg","Chile","15"
"Monaco","Chile","8"
"Netherlands","Chile","656"
"Switzerland","Chile","1035"
"Belarus","Chile","5"
"Bulgaria","Chile","94"
"Czech Republic","Chile","146"
"Hungary","Chile","330"
"Poland","Chile","444"
"Republic of Moldova","Chile","8"
"Romania","Chile","360"
"Russian Federation","Chile","590"
"Slovakia","Chile","53"
"Ukraine","Chile","163"
"Denmark","Chile","233"
"Estonia","Chile","44"
"Faeroe Islands","Chile","2"
"Finland","Chile","133"
"Iceland","Chile","12"
"Ireland","Chile","128"
"Latvia","Chile","36"
"Lithuania","Chile","18"
"Norway","Chile","342"
"Sweden","Chile","1257"
"United Kingdom of Great Britain and Northern Ireland","Chile","18161"
"Algeria","Chile","44"
"Egypt","Chile","82"
"Libya","Chile","23"
"Morocco","Chile","87"
"Sudan","Chile","5"
"Tunisia","Chile","15"
"Western Sahara","Chile","5"
"Angola","Chile","56"
"Cameroon","Chile","5"
"Central African Republic","Chile","5"
"Chad","Chile","18"
"Congo","Chile","13"
"Democratic Republic of the Congo","Chile","13"
"Equatorial Guinea","Chile","2"
"Gabon","Chile","5"
"Sao Tome and Principe","Chile","12"
"Benin","Chile","2"
"Burkina Faso","Chile","2"
"Cabo Verde","Chile","2"
"Côte d'Ivoire","Chile","8"
"Gambia","Chile","2"
"Ghana","Chile","7"
"Guinea","Chile","5"
"Guinea-Bissau","Chile","5"
"Liberia","Chile","5"
"Mali","Chile","90"
"Mauritania","Chile","2"
"Niger","Chile","12"
"Nigeria","Chile","20"
"Saint Helena","Chile","335"
"Senegal","Chile","5"
"Sierra Leone","Chile","2"
"Togo","Chile","20"
"Botswana","Chile","5"
"Lesotho","Chile","12"
"Namibia","Chile","5"
"South Africa","Chile","20457"
"Swaziland","Chile","5"
"Burundi","Chile","2"
"Comoros","Chile","2"
"Eritrea","Chile","2"
"Ethiopia","Chile","5"
"Kenya","Chile","20"
"Madagascar","Chile","8"
"Malawi","Chile","2"
"Mauritius","Chile","5"
"Mayotte","Chile","2"
"Mozambique","Chile","46"
"Réunion","Chile","5"
"Rwanda","Chile","5"
"Somalia","Chile","12"
"Uganda","Chile","5"
"United Republic of Tanzania","Chile","8"
"Zambia","Chile","5"
"Zimbabwe","Chile","12"
"Cook Islands","Chile","2"
"French Polynesia","Chile","5"
"Niue","Chile","5"
"Tonga","Chile","276"
"Wallis and Futuna Islands","Chile","2"
"Australia","Chile","998"
"New Zealand","Chile","141"
"Fiji","Chile","8"
"New Caledonia","Chile","5"
"Papua New Guinea","Chile","5"
"Vanuatu","Chile","2"
"Guam","Chile","5"
"Micronesia (Federated States of)","Chile","2"
"Nauru","Chile","7"
"Northern Mariana Islands","Chile","7"
"Palau","Chile","5"
"Anguilla","Chile","15"
"Antigua and Barbuda","Chile","13"
"Aruba","Chile","5"
"Bahamas","Chile","2"
"Barbados","Chile","5"
"Cayman Islands","Chile","2"
"Cuba","Chile","3049"
"Dominica","Chile","30"
"Dominican Republic","Chile","278"
"Grenada","Chile","5"
"Guadeloupe","Chile","7"
"Haiti","Chile","44"
"Jamaica","Chile","23"
"Martinique","Chile","5"
"Montserrat","Chile","2"
"Puerto Rico","Chile","184"
"Saint Kitts and Nevis","Chile","13"
"Saint Lucia","Chile","62"
"Saint Vincent and the Grenadines","Chile","5"
"Trinidad and Tobago","Chile","12"
"Turks and Caicos Islands","Chile","5"
"United States Virgin Islands","Chile","2"
"Argentina","Chile","70415"
"Bolivia (Plurinational State of)","Chile","37554"
"Brazil","Chile","18243"
"Colombia","Chile","23471"
"Ecuador","Chile","23471"
"Falkland Islands (Malvinas)","Chile","5"
"French Guiana","Chile","2"
"Guyana","Chile","15"
"Paraguay","Chile","1226"
"Peru","Chile","178385"
"Suriname","Chile","5"
"Uruguay","Chile","2288"
"Venezuela (Bolivarian Republic of)","Chile","4134"
"Belize","Chile","2"
"Costa Rica","Chile","467"
"El Salvador","Chile","233"
"Guatemala","Chile","227"
"Honduras","Chile","240"
"Mexico","Chile","1739"
"Nicaragua","Chile","240"
"Panama","Chile","516"
"Bermuda","Chile","5"
"Canada","Chile","1847"
"Greenland","Chile","5"
"Saint Pierre and Miquelon","Chile","2"
"United States of America","Chile","8058"
"Afghanistan","Colombia","116"
"India","Colombia","144"
"Iran (Islamic Republic of)","Colombia","118"
"Pakistan","Colombia","42"
"Iraq","Colombia","22"
"Israel","Colombia","468"
"Jordan","Colombia","179"
"Kuwait","Colombia","26"
"Lebanon","Colombia","1173"
"Saudi Arabia","Colombia","71"
"Syrian Arab Republic","Colombia","136"
"Turkey","Colombia","47"
"United Arab Emirates","Colombia","41"
"Indonesia","Colombia","84"
"Philippines","Colombia","96"
"China","Colombia","2037"
"China, Hong Kong Special Administrative Region","Colombia","35"
"Democratic People's Republic of Korea","Colombia","200"
"Japan","Colombia","722"
